         2462365 function calls (2435072 primitive calls) in 2.872 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 ioloop.py:82(ZMQIOLoop)
        1    0.000    0.000    0.000    0.000 ultratb.py:599(ListTB)
        8    0.000    0.000    0.000    0.000 pathlib.py:101(join_parsed_parts)
        1    0.000    0.000    0.000    0.000 instance.py:165(_BaseTreeInstance)
        1    0.000    0.000    0.000    0.000 subprocess.py:1706(_handle_exitstatus)
        1    0.000    0.000    0.000    0.000 format.py:1667(Timedelta64Formatter)
        1    0.000    0.000    0.000    0.000 __init__.py:555(__init__)
        1    0.000    0.000    0.000    0.000 names.py:430(_ActualTreeParamName)
        2    0.000    0.000    0.000    0.000 _collections_abc.py:349(__subclasshook__)
        1    0.000    0.000    0.000    0.000 gzip.py:74(_PaddedFile)
        1    0.000    0.000    0.000    0.000 bdf.py:73(BDF)
        3    0.000    0.000    0.000    0.000 debugger.py:183(decorate_fn_with_doc)
        1    0.000    0.000    0.000    0.000 base.py:354(Button)
        1    0.000    0.000    0.000    0.000 style_transformation.py:131(AdjustBrightnessStyleTransformation)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
        1    0.000    0.000    0.000    0.000 error.py:171(_check_version)
        1    0.000    0.000    0.000    0.000 colorsys.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _differentiable_functions.py:203(VectorFunction)
        1    0.000    0.000    0.000    0.000 ops.py:571(MathCall)
        1    0.000    0.000    0.000    0.000 hierarchy.py:1111(__init__)
        1    0.000    0.000    0.000    0.000 widget_selection.py:456(Dropdown)
        1    0.000    0.000    0.000    0.000 _iotools.py:176(LineSplitter)
        1    0.000    0.000    0.003    0.003 pyparsing.py:5843(makeHTMLTags)
        1    0.000    0.000    0.000    0.000 validation.py:178(DynamicValidator)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:67(__len__)
        1    0.000    0.000    0.000    0.000 __init__.py:1155(resource_string)
        1    0.000    0.000    0.000    0.000 __init__.py:3016(Entry)
        1    0.000    0.000    0.000    0.000 formatters.py:239(FormatterABC)
        1    0.000    0.000    0.000    0.000 hits_alg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traitlets.py:2464(Dict)
        1    0.000    0.000    0.000    0.000 interface.py:570(_TransposedLinearOperator)
        1    0.000    0.000    0.000    0.000 request.py:1082(AbstractDigestAuthHandler)
        1    0.000    0.000    0.000    0.000 vi.py:57(TextObjectType)
        1    0.000    0.000    0.000    0.000 collections.py:1845(TriMesh)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
       15    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 optimize.py:55(MemoizeJac)
        1    0.000    0.000    0.000    0.000 names.py:557(ImportName)
        4    0.000    0.000    0.000    0.000 rcsetup.py:651(validate_sketch)
        1    0.000    0.000    0.000    0.000 graphml.py:582(GraphMLWriterLxml)
        1    0.000    0.000    0.000    0.000 pydoc.py:294(ErrorDuringImport)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3196(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 __init__.py:360(AccessHandle)
        1    0.000    0.000    0.000    0.000 _compatibility.py:17(use_metaclass)
        1    0.000    0.000    0.000    0.000 util.py:182(Finalize)
        1    0.000    0.000    0.000    0.000 threading.py:210(Condition)
        1    0.000    0.000    0.000    0.000 socket.py:626(SocketIO)
        1    0.000    0.000    0.000    0.000 interface.py:629(_ProductLinearOperator)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 traitlets.py:1527(Type)
        1    0.000    0.000    0.000    0.000 table.py:182(CustomCell)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
        1    0.000    0.000    0.000    0.000 __init__.py:355(get_provider)
        1    0.000    0.000    0.000    0.000 tempfile.py:546(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 animation.py:886(Animation)
        1    0.000    0.000    0.000    0.000 dviread.py:574(Vf)
        1    0.000    0.000    0.000    0.000 parser_cache.py:1(<module>)
       18    0.000    0.000    0.000    0.000 _collections_abc.py:302(__subclasshook__)
        1    0.000    0.000    0.000    0.000 Image.py:3214(Exif)
        2    0.000    0.000    0.000    0.000 nanops.py:822(_nanminmax)
        1    0.000    0.000    0.000    0.000 backend_tools.py:573(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 reportviews.py:888(OutEdgeView)
        1    0.000    0.000    0.000    0.000 dimension.py:36(__init__)
        1    0.000    0.000    0.000    0.000 html.py:138(_HtmlFrameParser)
        1    0.000    0.000    0.000    0.000 traitlets.py:1588(info)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:7(_XlsxStyler)
        1    0.000    0.000    0.000    0.000 widget_box.py:72(VBox)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3715(ParseElementEnhance)
        2    0.000    0.000    0.000    0.000 {method 'tobytes' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 widgets.py:134(Button)
        1    0.000    0.000    0.000    0.000 compilerop.py:69(CachingCompiler)
       10    0.000    0.000    0.000    0.000 {built-in method _bisect.insort_right}
        1    0.000    0.000    0.000    0.000 pep8.py:708(__init__)
        6    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 _json.py:1040(FrameParser)
        1    0.000    0.000    0.000    0.000 stdlib.py:389(PropertyObject)
        2    0.000    0.000    0.000    0.000 six.py:845(metaclass)
        1    0.000    0.000    0.000    0.000 processors.py:492(BeforeInput)
        4    0.000    0.000    0.000    0.000 interval.py:121(__init__)
        1    0.000    0.000    0.000    0.000 indexing.py:2161(_ScalarAccessIndexer)
        1    0.000    0.000    0.000    0.000 utils.py:1939(clear_and_catch_warnings)
        1    0.000    0.000    0.000    0.000 widget_selectioncontainer.py:71(Accordion)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2445(genexpon_gen)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ElementTree.py:492(QName)
        1    0.000    0.000    0.000    0.000 widget_box.py:92(HBox)
        1    0.000    0.000    0.000    0.000 ioloop.py:841(PeriodicCallback)
        1    0.000    0.000    0.000    0.000 accessor.py:187(SparseFrameAccessor)
        2    0.000    0.000    0.000    0.000 core.py:6440(__setattr__)
        1    0.000    0.000    0.000    0.000 blocks.py:2028(FloatBlock)
        1    0.000    0.000    0.000    0.000 greedy_coloring_with_interchange.py:1(<module>)
        3    0.000    0.000    0.000    0.000 sequential.py:23(<genexpr>)
        3    0.000    0.000    0.000    0.000 __init__.py:43(private_class)
        1    0.000    0.000    0.000    0.000 records.py:319(recarray)
        1    0.000    0.000    0.000    0.000 artist.py:1348(<listcomp>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6345(rayleigh_gen)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2765(Regex)
        1    0.000    0.000    0.000    0.000 _basinhopping.py:37(BasinHoppingRunner)
        2    0.000    0.000    0.000    0.000 _util.py:157(__init__)
       17    0.000    0.000    0.000    0.000 sortedlist.py:351(<genexpr>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1467(setResultsName)
        1    0.000    0.000    0.000    0.000 mouse_events.py:25(MouseEventType)
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:40(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 _ode.py:102(ode)
        1    0.000    0.000    0.000    0.000 base.py:129(CompleteEvent)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3153(halfcauchy_gen)
        1    0.000    0.000    0.000    0.000 offsets.py:1476(SemiMonthBegin)
        1    0.000    0.000    0.000    0.000 collections.py:1909(QuadMesh)
        1    0.000    0.000    0.000    0.000 classes.py:776(BaseSignature)
        1    0.000    0.000    0.000    0.000 coloransi.py:126(ColorSchemeTable)
       16    0.000    0.000    0.000    0.000 _inspect.py:145(<lambda>)
        1    0.000    0.000    0.000    0.000 style_transformation.py:243(DynamicStyleTransformation)
        1    0.000    0.000    0.000    0.000 util.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1146(_find_parent_path_names)
        1    0.000    0.000    0.000    0.000 auto_suggest.py:85(ThreadedAutoSuggest)
        4    0.000    0.000    0.000    0.000 sortedlist.py:52(recursive_repr)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        1    0.000    0.000    0.000    0.000 scale.py:333(LogScale)
        8    0.000    0.000    0.000    0.000 utils.py:18(to_list)
        4    0.000    0.000    0.000    0.000 threading.py:258(_acquire_restore)
       16    0.000    0.000    0.000    0.000 pyparsing.py:317(__getitem__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:306(alpha_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1874(foldnorm_gen)
        1    0.000    0.000    0.000    0.000 _strptime.py:88(__calc_month)
        1    0.000    0.000    0.000    0.000 collections.py:850(_CollectionWithSizes)
        1    0.000    0.000    0.000    0.000 processors.py:610(ShowLeadingWhiteSpaceProcessor)
        1    0.000    0.000    0.000    0.000 frame.py:16(Frame)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3340(gausshyper_gen)
        3    0.000    0.000    0.000    0.000 backend_bases.py:3405(Show)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2779(invwishart_frozen)
        1    0.000    0.000    0.000    0.000 mapped_queue.py:23(MappedQueue)
        1    0.000    0.000    0.000    0.000 payload.py:28(PayloadManager)
        1    0.000    0.000    0.000    0.000 __init__.py:2980(Checkbutton)
        1    0.000    0.000    0.000    0.000 hybrid.py:11(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:446(_ASN1Object)
        1    0.000    0.000    0.000    0.000 vi_state.py:32(ViState)
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'mappingproxy' objects}
        1    0.000    0.000    0.001    0.001 typing.py:372(OverloadFunction)
        1    0.000    0.000    0.000    0.000 format.py:404(EastAsianTextAdjustment)
        1    0.000    0.000    0.000    0.000 widget_box.py:112(GridBox)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 mathtext.py:262(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 _ode.py:834(vode)
        1    0.000    0.000    0.000    0.000 _util.py:139(DeprecatedImport)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2838(QuotedString)
        1    0.000    0.000    0.000    0.000 core.py:169(update_user_library)
        2    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    0.000    0.000    0.000    0.000 interpolate.py:1886(NdPPoly)
        1    0.000    0.000    0.000    0.000 typing.py:1937(BinaryIO)
        1    0.000    0.000    0.000    0.000 tz.py:1470(__get_gettz)
        1    0.000    0.000    0.000    0.000 engines.py:100(NumExprEngine)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3300(hypsecant_gen)
        1    0.000    0.000    0.000    0.000 patches.py:1803(_simpleprint_styles)
        8    0.000    0.000    0.000    0.000 config.py:805(inner)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 stdlib.py:678(Wrapped)
        1    0.000    0.000    0.000    0.000 formatters.py:808(JSONFormatter)
        1    0.000    0.000    0.000    0.000 rrule.py:303(rrule)
        1    0.000    0.000    0.000    0.000 signature.py:120(BuiltinSignature)
        1    0.000    0.000    0.000    0.000 processors.py:87(TransformationInput)
        1    0.000    0.000    0.006    0.006 mathtext.py:2822(<lambda>)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:6862(truncexpon_gen)
        4    0.000    0.000    0.000    0.000 datetimelike.py:52(_join_i8_wrapper)
        1    0.000    0.000    0.003    0.003 __init__.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:436(__init__)
        1    0.000    0.000    0.000    0.000 pygments.py:72(RegexSync)
        1    0.000    0.000    0.000    0.000 contour.py:1377(QuadContourSet)
       15    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1558(exponweib_gen)
        1    0.000    0.000    0.000    0.000 collections.py:898(PathCollection)
        1    0.000    0.000    0.000    0.000 filters.py:11(<module>)
        1    0.000    0.000    0.000    0.000 context.py:162(ValueContext)
        1    0.000    0.000    0.000    0.000 buffer.py:62(ValidationState)
        1    0.000    0.000    0.000    0.000 synchronize.py:123(Semaphore)
        1    0.000    0.000    0.000    0.000 configurable.py:332(LoggingConfigurable)
        1    0.000    0.000    0.000    0.000 regression.py:71(_RegressionPlotter)
        1    0.000    0.000    0.000    0.000 tzinfo.py:156(DstTzInfo)
        1    0.000    0.000    0.000    0.000 common.py:461(_BytesZipFile)
        2    0.000    0.000    0.000    0.000 {built-in method _sqlite3.register_converter}
        2    0.000    0.000    0.000    0.000 doccer.py:204(filldoc)
        1    0.000    0.000    0.000    0.000 dates.py:943(rrulewrapper)
        1    0.000    0.000    0.000    0.000 async_case.py:8(IsolatedAsyncioTestCase)
        1    0.000    0.000    0.000    0.000 core.py:3087(view)
        1    0.000    0.000    0.000    0.000 syspathcontext.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _threadsafety.py:15(ReentrancyLock)
        1    0.000    0.000    0.000    0.000 _multivariate.py:2231(wishart_frozen)
        1    0.000    0.000    0.000    0.000 zipfile.py:794(ZipExtFile)
        1    0.000    0.000    0.000    0.000 decorator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:305(ConfigLoader)
        1    0.000    0.000    0.000    0.000 rk.py:75(RungeKutta)
        1    0.000    0.000    0.000    0.000 __init__.py:18(Node)
        1    0.000    0.000    0.000    0.000 history.py:805(HistorySavingThread)
        1    0.000    0.000    0.000    0.000 _internal.py:526(_Stream)
